,Ticker,Optimization Periods,Recalibration Months,Number of Strategies,Metric,Sortino,Sharpe,Rolling Sortino,Rolling Sharpe,Rollling CAGR,MaxDrawupByMaxDrawdown,Outperformance
0,^NSEI,1,3,1,rolling_sharpe,0.15132921087194492,0.1395641190096012,-0.563636739797542,-0.2678239591468729,0.07101492019521874,5.829871507817339,-0.15965971736577922
1,^NSEI,1,3,1,rolling_sortino,0.15132921087194492,0.1395641190096012,-0.563636739797542,-0.2678239591468729,0.07101492019521874,5.829871507817339,-0.15965971736577922
2,^NSEI,1,3,1,rolling_cagr,0.15132921087194492,0.1395641190096012,-0.563636739797542,-0.2678239591468729,0.07101492019521874,5.829871507817339,-0.15965971736577922
3,^NSEI,1,3,1,maxdrawup_by_maxdrawdown,0.15132921087194492,0.1395641190096012,-0.563636739797542,-0.2678239591468729,0.07101492019521874,5.829871507817339,-0.15965971736577922
4,^NSEI,1,3,1,outperformance,0.15132921087194492,0.1395641190096012,-0.563636739797542,-0.2678239591468729,0.07101492019521874,5.829871507817339,-0.15965971736577922
5,^NSEI,1,3,3,rolling_sharpe,0.17331064120488934,0.17022521104187252,-0.45234994711076215,-0.19139894847129574,0.0700108869626134,6.316571388428491,-0.1354620148143879
6,^NSEI,1,3,3,rolling_sortino,0.05386826396085037,0.05063756603327868,-0.40676367447516554,-0.20452213633964694,0.06490407655618063,5.041641947021187,-0.267606222256612
7,^NSEI,1,3,3,rolling_cagr,0.4251752490193177,0.40690920848729634,0.008784348186275466,0.0824606757138976,0.0864332070057529,8.187480805169299,0.15059756833805715
8,^NSEI,1,3,3,maxdrawup_by_maxdrawdown,-0.04875821942307157,-0.05591903663784337,-0.6714117771935575,-0.2697561862265182,0.07007723366827147,3.9227333198099426,-0.38448194689350546
9,^NSEI,1,3,3,outperformance,0.4251752490193177,0.40690920848729634,0.008784348186275466,0.0824606757138976,0.0864332070057529,8.187480805169299,0.15059756833805715
10,^NSEI,1,3,5,rolling_sharpe,0.2719516970692258,0.27852395650548906,-0.30836774891797164,-0.09875646288790446,0.07336235677117095,8.102388811881621,-0.025759867987600327
11,^NSEI,1,3,5,rolling_sortino,0.24452792805414175,0.24529406639342408,-0.25912696435292887,-0.05541148395750046,0.074399713004821,8.006066653758252,-0.05899071257279598
12,^NSEI,1,3,5,rolling_cagr,0.5353395772497725,0.496548818838703,0.21481618522168863,0.19825677130913524,0.08619503119325082,9.34391066959521,0.2637836759098071
13,^NSEI,1,3,5,maxdrawup_by_maxdrawdown,0.21437948684286456,0.29091041649412025,0.034739745875568016,0.11938030890107716,0.06401908361131091,10.254681939039974,-0.1124941071534411
14,^NSEI,1,3,5,outperformance,0.5589337372120718,0.5211031348239952,0.2798533805381717,0.23763802773606527,0.08728630259492462,9.293135727643875,0.2919791094655604
15,^NSEI,1,3,7,rolling_sharpe,0.26033681393597446,0.2679026227725144,-0.19199389708360312,-0.03849505959687276,0.07291654669786053,8.637487382891972,-0.04818213810356098
16,^NSEI,1,3,7,rolling_sortino,0.35939718696985873,0.3619042626197988,-0.1992194853689614,-0.0081315551704359,0.0856008683068909,7.074840793667362,0.06849639298222399
17,^NSEI,1,3,7,rolling_cagr,0.3102107223204878,0.28083268623741453,-0.24986949102932968,-0.10173469416778445,0.08410730905939147,5.775648875975162,0.012183581901344498
18,^NSEI,1,3,7,maxdrawup_by_maxdrawdown,0.01574071501940018,0.018616735243560473,-0.4473758330743263,-0.19575034492239118,0.06941059156836439,4.196202108726094,-0.31356291014910465
19,^NSEI,1,3,7,outperformance,0.45220039293702036,0.41899338869899977,0.026487116195548808,0.061988390326916595,0.08579028144553154,8.489006516567292,0.17034497127066017
20,^NSEI,1,6,1,rolling_sharpe,0.25512879106523867,0.24903805601798165,-0.38196452532616776,-0.16282631430386132,0.0774347671234215,7.066158073305652,-0.02419081694268721
21,^NSEI,1,6,1,rolling_sortino,0.25512879106523867,0.24903805601798165,-0.38196452532616776,-0.16282631430386132,0.0774347671234215,7.066158073305652,-0.02419081694268721
22,^NSEI,1,6,1,rolling_cagr,0.25512879106523867,0.24903805601798165,-0.38196452532616776,-0.16282631430386132,0.0774347671234215,7.066158073305652,-0.02419081694268721
23,^NSEI,1,6,1,maxdrawup_by_maxdrawdown,0.25512879106523867,0.24903805601798165,-0.38196452532616776,-0.16282631430386132,0.0774347671234215,7.066158073305652,-0.02419081694268721
24,^NSEI,1,6,1,outperformance,0.25512879106523867,0.24903805601798165,-0.38196452532616776,-0.16282631430386132,0.0774347671234215,7.066158073305652,-0.02419081694268721
25,^NSEI,1,6,3,rolling_sharpe,0.2377981717474464,0.23077712702620448,-0.2976192162895787,-0.11360472215368395,0.07429507770343483,6.99213493050655,-0.0588206901986017
26,^NSEI,1,6,3,rolling_sortino,0.2614153859286921,0.23866798227277716,-0.09422886402871787,0.0006393994089537816,0.0782033145346006,6.4574122427060825,-0.025186650513518094
27,^NSEI,1,6,3,rolling_cagr,0.28896299832702316,0.28454065421575203,-0.31762124664749886,-0.1207958899065844,0.0784258840960745,7.150428208540731,0.013339588608079822
28,^NSEI,1,6,3,maxdrawup_by_maxdrawdown,0.147666713718063,0.16578346437364969,-0.3523101189658658,-0.10355392847790007,0.08160990788975611,5.213094347711886,-0.15384614271079977
29,^NSEI,1,6,3,outperformance,0.28896299832702316,0.28454065421575203,-0.31762124664749886,-0.1207958899065844,0.0784258840960745,7.150428208540731,0.013339588608079822
