,Ticker,Optimization Periods,Recalibration Months,Number of Strategies,Metric,Sortino,Sharpe,Rolling Sortino,Rolling Sharpe,Rollling CAGR,MaxDrawupByMaxDrawdown,Outperformance
0,^IXIC,1,3,1,rolling_sharpe,0.16702821721954872,0.17193945393591353,0.06727373139243531,0.1013687490473628,0.055020836767569754,5.952880141120705,-0.989414841937502
1,^IXIC,1,3,1,rolling_sortino,0.16702821721954872,0.17193945393591353,0.06727373139243531,0.1013687490473628,0.055020836767569754,5.952880141120705,-0.989414841937502
2,^IXIC,1,3,1,rolling_cagr,0.16702821721954872,0.17193945393591353,0.06727373139243531,0.1013687490473628,0.055020836767569754,5.952880141120705,-0.989414841937502
3,^IXIC,1,3,1,maxdrawup_by_maxdrawdown,0.16702821721954872,0.17193945393591353,0.06727373139243531,0.1013687490473628,0.055020836767569754,5.952880141120705,-0.989414841937502
4,^IXIC,1,3,1,outperformance,0.16702821721954872,0.17193945393591353,0.06727373139243531,0.1013687490473628,0.055020836767569754,5.952880141120705,-0.989414841937502
5,^IXIC,1,3,3,rolling_sharpe,0.1409155454269072,0.15652880053120222,0.08157966171404828,0.12336741798652275,0.05624273177552215,5.060091867027196,-0.974666180392386
6,^IXIC,1,3,3,rolling_sortino,0.03663566786340218,0.03646684392320175,0.0039503647573571,0.05582457424130909,0.04776421688459071,3.814994479448898,-1.1836400452672
7,^IXIC,1,3,3,rolling_cagr,0.06846711076203076,0.07571889022776988,-0.040351160727118696,0.046969124221971296,0.050694012385539645,3.8642249518883824,-1.1099055627166485
8,^IXIC,1,3,3,maxdrawup_by_maxdrawdown,0.3552139668871979,0.3994900003845411,0.5014306707818019,0.32359563398263697,0.05930922177870679,11.280191490822148,-0.7458487096034077
9,^IXIC,1,3,3,outperformance,0.06846711076203076,0.07571889022776988,-0.040351160727118696,0.046969124221971296,0.050694012385539645,3.8642249518883824,-1.1099055627166485
10,^IXIC,1,3,5,rolling_sharpe,0.20357793102452573,0.2210272464872707,0.09132682937714695,0.19920449209976876,0.06041832365135332,4.161184738326916,-0.9317997017699295
11,^IXIC,1,3,5,rolling_sortino,0.15389345527342968,0.16278890266942367,0.007119989463286071,0.10146124730833303,0.05617629904198091,5.152288687654381,-1.0019447639232475
12,^IXIC,1,3,5,rolling_cagr,0.2526749789903826,0.2595609561457462,0.2537422243166245,0.2457666964278878,0.06368108495225454,5.544007810754939,-0.8592594051037068
13,^IXIC,1,3,5,maxdrawup_by_maxdrawdown,0.2055685552686052,0.2545425956237768,0.17371461054686319,0.16871408189779857,0.0531969933590025,6.957331392770716,-0.9323837208144747
14,^IXIC,1,3,5,outperformance,0.27573754563376196,0.2823007464897124,0.3053187757837417,0.2731937874175872,0.06492174900353287,6.034381243332217,-0.8254557944681911
15,^IXIC,1,3,7,rolling_sharpe,0.2902197706202329,0.30125332052651294,0.3391521355755505,0.24960755852171793,0.06572263803945806,6.559922979857721,-0.8290607542261137
16,^IXIC,1,3,7,rolling_sortino,0.13080629610078026,0.13988722409104706,-0.006423676547147442,0.09877484759722395,0.055698972369141966,5.350455085378826,-1.0355172092699192
17,^IXIC,1,3,7,rolling_cagr,0.3241872576407669,0.3414497817631253,0.37092435000091484,0.3090030317587212,0.0687691356836215,6.7451950942214935,-0.7571155607607358
18,^IXIC,1,3,7,maxdrawup_by_maxdrawdown,0.1930397076907776,0.2380682782600863,-0.20426747819560495,0.01771356814044719,0.06223897117227085,9.830320262582195,-0.9625889727721955
19,^IXIC,1,3,7,outperformance,0.24205089888559095,0.263869976407969,0.1595342252880977,0.2011013023356976,0.06620436697378199,6.2597706648579825,-0.881080439129807
20,^IXIC,1,6,1,rolling_sharpe,0.38885565063302024,0.4035858070941315,0.47566103000904597,0.3866173197065919,0.07284779451345273,12.650238898231379,-0.651135465758327
21,^IXIC,1,6,1,rolling_sortino,0.38885565063302024,0.4035858070941315,0.47566103000904597,0.3866173197065919,0.07284779451345273,12.650238898231379,-0.651135465758327
22,^IXIC,1,6,1,rolling_cagr,0.38885565063302024,0.4035858070941315,0.47566103000904597,0.3866173197065919,0.07284779451345273,12.650238898231379,-0.651135465758327
23,^IXIC,1,6,1,maxdrawup_by_maxdrawdown,0.38885565063302024,0.4035858070941315,0.47566103000904597,0.3866173197065919,0.07284779451345273,12.650238898231379,-0.651135465758327
24,^IXIC,1,6,1,outperformance,0.38885565063302024,0.4035858070941315,0.47566103000904597,0.3866173197065919,0.07284779451345273,12.650238898231379,-0.651135465758327
25,^IXIC,1,6,3,rolling_sharpe,0.06869682097546506,0.08593067964130001,-0.14094853642762836,0.06728955971899316,0.053063989836375745,5.059721494651815,-1.0957022693844154
26,^IXIC,1,6,3,rolling_sortino,-0.11161623886296461,-0.12796852858951654,-0.1871488502860286,-0.03853732462414883,0.038104626097575554,3.2256081015488056,-1.4026071019601
27,^IXIC,1,6,3,rolling_cagr,-0.0030759052719216704,-0.003875979862706087,-0.23862998898444468,-0.033644070890424226,0.04414411166259398,3.493593811302972,-1.236368635527548
28,^IXIC,1,6,3,maxdrawup_by_maxdrawdown,0.006196763213899458,0.0075777179095832675,-0.12405419474785725,-0.04071950901286451,0.0415571592019787,4.602900211819798,-1.2212183607285583
29,^IXIC,1,6,3,outperformance,-0.0030759052719216704,-0.003875979862706087,-0.23862998898444468,-0.033644070890424226,0.04414411166259398,3.493593811302972,-1.236368635527548
30,^IXIC,1,6,5,rolling_sharpe,0.05304623315126843,0.06222870710520754,-0.1292841368740629,0.01708359890766464,0.049189487596472015,4.170865199908101,-1.147820680288837
